id,name,lat,lng,country,city,iata
5206,Shahid Sadooghi Airport,31.9048995972,54.2765007019,IR,Yazd,AZD
5208,Chabahar Konarak International Airport,25.44573,60.38246,IR,Konarak,ZBR
5209,Zahedan International Airport,29.47570037841797,60.90620040893555,IR,Zahedan,ZAH
5213,Amman Civil (Marka International) Airport,31.9727,35.9916,JO,Amman,ADJ
5214,Aqaba King Hussein International Airport,29.611600875854492,35.01810073852539,JO,Aqaba,AQJ
5230,Al Ain International Airport,24.261699676513672,55.60919952392578,AE,Al Ain,AAN
5237,Fujairah International Airport,25.112199783325195,56.32400131225586,AE,,FJR
5238,Ras Al Khaimah International Airport,25.613500595092773,55.93880081176758,AE,Ras Al Khaimah,RKT
5240,Khasab Airport,26.171,56.240601,OM,Khasab,KHS
5244,Salalah Airport,17.038700103759766,54.09130096435547,OM,Salalah,SLL
5247,Bahawalpur Airport,29.348100662231445,71.71800231933594,PK,Bahawalpur,BHV
5248,Chitral Airport,35.886213,71.799922,PK,Chitral,CJL
5249,Dera Ghazi Khan Airport,29.961000442504883,70.48590087890625,PK,Dera Ghazi Khan,DEA
5250,Dera Ismael Khan Airport,31.909400939941406,70.89659881591797,PK,Dera Ismael Khan,DSK
5251,Faisalabad International Airport,31.364999771118164,72.99479675292969,PK,Faisalabad,LYP
5252,Gwadar International Airport,25.232391,62.327671,PK,Gwadar,GWD
5253,Gilgit Airport,35.918800354003906,74.33360290527344,PK,Gilgit,GIL
5260,Muzaffarabad Airport,34.3390007019043,73.50859832763672,PK,Muzaffarabad,MFG
5262,Moenjodaro Airport,27.3351993560791,68.14309692382812,PK,Moenjodaro,MJD
5264,Multan International Airport,30.20319938659668,71.41909790039062,PK,Multan,MUX
5265,Shaheed Benazirabad Airport,26.2194,68.390099,PK,Nawabashah,WNS
5268,Panjgur Airport,26.954500198364258,64.13249969482422,PK,Panjgur,PJG
5269,Pasni Airport,25.29050064086914,63.34510040283203,PK,Pasni,PSI
5270,Peshawar International Airport,33.993900299072266,71.51460266113281,PK,Peshawar,PEW
5272,Quetta International Airport,30.251399993896484,66.93779754638672,PK,Quetta,UET
5273,Shaikh Zaid Airport,28.383899688720703,70.27960205078125,PK,Rahim Yar Khan,RYK
5276,Rawalakot Airport,33.849700927734375,73.79810333251953,PK,Rawalakot,RAZ
5277,Skardu Airport,35.33549880981445,75.53600311279297,PK,Skardu,KDU
5279,Sukkur Airport,27.722000122070312,68.79170227050781,PK,Mirpur Khas,SKZ
30590,Sehwan Sharif Airport,26.473100662231445,67.71720123291016,PK,Sehwan Sharif,SYW
5280,Saidu Sharif Airport,34.8135986328125,72.35279846191406,PK,Saidu Sharif,SDT
41624,Sialkot International Airport,32.535557,74.363892,PK,Sialkot,SKT
5283,Turbat International Airport,25.986400604248047,63.03020095825195,PK,Turbat,TUK
5285,Zhob Airport,31.358400344848633,69.4636001586914,PK,Fort Sandeman,PZH
5292,Erbil International Airport,36.23759841918945,43.963199615478516,IQ,Arbil,EBL
5294,Basra International Airport,30.549101,47.662102,IQ,Basra,BSR
311028,Al Najaf International Airport,31.989853,44.404317,IQ,Najaf,NJF
5297,Sulaymaniyah International Airport,35.5617485046,45.316738128699996,IQ,Sulaymaniyah,ISU
5302,Aleppo International Airport,36.180698,37.2244,SY,Aleppo,ALP
5305,Qamishli Airport,37.020599,41.191399,SY,Qamishly,KAC
5306,Bassel Al-Assad International Airport,35.4011,35.9487,SY,Latakia,LTK
5311,Aden International Airport,12.8295,45.028801,YE,Aden,ADE
5315,Al Ghaydah International Airport,16.193341,52.174186,YE,Al Ghaydah,AAY
5316,Hodeidah International Airport,14.753000259399414,42.97629928588867,YE,Hodeida,HOD
5317,Riyan Mukalla International Airport,14.6626,49.375,YE,Riyan,RIY
5318,Sana'a International Airport,15.476300239562988,44.21969985961914,YE,Sana'a,SAH
5319,Socotra International Airport,12.63070011138916,53.905799865722656,YE,Socotra Islands,SCT
5320,Seiyun Hadhramaut International Airport,15.9661,48.7883,YE,Seiyun,GXF
5321,Ta'izz International Airport,13.6859998703,44.139099121099996,YE,Ta'izz,TAI
429847,Zagora Airport,30.263858,-5.853341,MA,Zagora,OZG
5338,Bethel Airport,60.77980042,-161.8379974,US,Bethel,BET
5342,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,US,Utqiaġvik,BRW
5348,Merle K (Mudhole) Smith Airport,60.491798,-145.477997,US,Cordova,CDV
16092,Adak Airport,51.883564,-176.642783,US,Adak,ADK
5351,Dillingham Airport,59.04470062,-158.5050049,US,Dillingham,DLG
5352,Marshall Don Hunter Sr Airport,61.8642997742,-162.026000977,US,Marshall,MLL
5353,Kodiak Airport,57.75,-152.4940033,US,Kodiak,ADQ
5354,Tom Madsen (Dutch Harbor) Airport,53.89881,-166.544996,US,Unalaska,DUT
5358,Emmonak Airport,62.78609848,-164.4909973,US,Emmonak,EMK
5369,Gustavus Airport,58.4253006,-135.7070007,US,Gustavus,GST
17619,Holy Cross Airport,62.18830108642578,-159.77499389648438,US,Holy Cross,HCR
5372,Haines Airport,59.24380111694336,-135.5240020751953,US,Haines,HNS
5375,Egegik Airport,58.184386,-157.374873,US,Egegik,EGX
5379,Juneau International Airport,58.35499954223633,-134.5760040283203,US,Juneau,JNU
5380,King Salmon Airport,58.677845,-156.651965,US,King Salmon,AKN
5382,Ketchikan International Airport,55.35559845,-131.7140045,US,Ketchikan,KTN
21844,McGrath Airport,62.95289993,-155.6060028,US,McGrath,MCG
16291,Aniak Airport,61.581600189208984,-159.54299926757812,US,Aniak,ANI
5391,Annette Island Airport,55.037026,-131.572695,US,Metlakatla,ANN
